id_stat,nom_region,nom_espece,date_plantation,superficie,pluviometrie,temperature_min,temperature_max,taux_survie_plants,rendement_moyen,annee,temperature_moyenne,mois_plantation,année,log_pluviometrie,pluviometrie_cleaned
18,Bas-Sassandra,Anacardier,2021-07-19,41.88,342.78,19.3,28.01,96.61,4.7,2019,23.655,7,2021,5.840001917900011,342.78
18,Bas-Sassandra,Anacardier,2021-09-21,130.52,342.78,19.3,28.01,96.61,4.7,2019,23.655,9,2021,5.840001917900011,342.78
18,Bas-Sassandra,Anacardier,2022-06-05,173.41,342.78,19.3,28.01,96.61,4.7,2019,23.655,6,2022,5.840001917900011,342.78
18,Bas-Sassandra,Anacardier,2023-05-18,319.83,342.78,19.3,28.01,96.61,4.7,2019,23.655,5,2023,5.840001917900011,342.78
19,Bas-Sassandra,Mangue,2019-04-11,280.5,230.18,23.65,33.2,77.34,6.45,2019,28.425,4,2019,5.443196627866121,230.18
19,Bas-Sassandra,Mangue,2020-03-21,492.36,230.18,23.65,33.2,77.34,6.45,2019,28.425,3,2020,5.443196627866121,230.18
19,Bas-Sassandra,Mangue,2021-08-12,387.77,230.18,23.65,33.2,77.34,6.45,2019,28.425,8,2021,5.443196627866121,347.81
19,Bas-Sassandra,Mangue,2021-12-21,194.37,230.18,23.65,33.2,77.34,6.45,2019,28.425,12,2021,5.443196627866121,230.18
19,Bas-Sassandra,Mangue,2024-02-22,456.35,230.18,23.65,33.2,77.34,6.45,2019,28.425,2,2024,5.443196627866121,230.18
20,Bas-Sassandra,Goyave,2019-02-13,79.02,387.67,17.71,32.45,74.87,5.01,2019,25.080000000000002,2,2019,5.962730654534883,387.67
20,Bas-Sassandra,Goyave,2020-02-08,67.28,387.67,17.71,32.45,74.87,5.01,2019,25.080000000000002,2,2020,5.962730654534883,387.67
20,Bas-Sassandra,Goyave,2020-08-09,133.38,387.67,17.71,32.45,74.87,5.01,2019,25.080000000000002,8,2020,5.962730654534883,387.67
20,Bas-Sassandra,Goyave,2020-10-09,384.17,387.67,17.71,32.45,74.87,5.01,2019,25.080000000000002,10,2020,5.962730654534883,387.67
20,Bas-Sassandra,Goyave,2021-08-25,256.08,387.67,17.71,32.45,74.87,5.01,2019,25.080000000000002,8,2021,5.962730654534883,387.67
20,Bas-Sassandra,Goyave,2022-03-24,266.32,387.67,17.71,32.45,74.87,5.01,2019,25.080000000000002,3,2022,5.962730654534883,387.67
20,Bas-Sassandra,Goyave,2023-08-17,78.28,387.67,17.71,32.45,74.87,5.01,2019,25.080000000000002,8,2023,5.962730654534883,387.67
21,Bas-Sassandra,Papaye,2019-04-18,453.04,359.23,23.63,27.69,69.97,1.81,2019,25.66,4,2019,5.886742716336424,359.23
21,Bas-Sassandra,Papaye,2019-07-22,486.78,359.23,23.63,27.69,69.97,1.81,2019,25.66,7,2019,5.886742716336424,359.23
21,Bas-Sassandra,Papaye,2020-07-03,408.27,359.23,23.63,27.69,69.97,1.81,2019,25.66,7,2020,5.886742716336424,359.23
21,Bas-Sassandra,Papaye,2020-09-08,72.74,359.23,23.63,27.69,69.97,1.81,2019,25.66,9,2020,5.886742716336424,359.23
21,Bas-Sassandra,Papaye,2020-10-29,151.46,359.23,23.63,27.69,69.97,1.81,2019,25.66,10,2020,5.886742716336424,359.23
21,Bas-Sassandra,Papaye,2021-02-13,82.07,359.23,23.63,27.69,69.97,1.81,2019,25.66,2,2021,5.886742716336424,359.23
21,Bas-Sassandra,Papaye,2022-02-07,200.75,359.23,23.63,27.69,69.97,1.81,2019,25.66,2,2022,5.886742716336424,359.23
21,Bas-Sassandra,Papaye,2023-01-25,13.41,359.23,23.63,27.69,69.97,1.81,2019,25.66,1,2023,5.886742716336424,359.23
21,Bas-Sassandra,Papaye,2023-05-18,317.58,359.23,23.63,27.69,69.97,1.81,2019,25.66,5,2023,5.886742716336424,359.23
22,Bas-Sassandra,Cocotier,2019-02-14,22.99,193.37,24.37,27.06,92.83,8.73,2019,25.715,2,2019,5.269763559129975,193.37
22,Bas-Sassandra,Cocotier,2021-05-04,155.59,193.37,24.37,27.06,92.83,8.73,2019,25.715,5,2021,5.269763559129975,193.37
22,Bas-Sassandra,Cocotier,2022-04-09,286.77,193.37,24.37,27.06,92.83,8.73,2019,25.715,4,2022,5.269763559129975,193.37
22,Bas-Sassandra,Cocotier,2024-02-26,439.83,193.37,24.37,27.06,92.83,8.73,2019,25.715,2,2024,5.269763559129975,193.37
23,Bas-Sassandra,Teck,2019-05-22,401.16,105.35,24.57,25.13,85.58,1.54,2019,24.85,5,2019,4.666735541646246,105.35
23,Bas-Sassandra,Teck,2019-07-29,16.42,105.35,24.57,25.13,85.58,1.54,2019,24.85,7,2019,4.666735541646246,105.35
23,Bas-Sassandra,Teck,2020-07-08,113.61,105.35,24.57,25.13,85.58,1.54,2019,24.85,7,2020,4.666735541646246,105.35
23,Bas-Sassandra,Teck,2021-12-07,62.87,105.35,24.57,25.13,85.58,1.54,2019,24.85,12,2021,4.666735541646246,105.35
23,Bas-Sassandra,Teck,2022-06-21,97.24,105.35,24.57,25.13,85.58,1.54,2019,24.85,6,2022,4.666735541646246,105.35
23,Bas-Sassandra,Teck,2022-06-27,204.67,105.35,24.57,25.13,85.58,1.54,2019,24.85,6,2022,4.666735541646246,105.35
23,Bas-Sassandra,Teck,2022-12-18,304.25,105.35,24.57,25.13,85.58,1.54,2019,24.85,12,2022,4.666735541646246,105.35
23,Bas-Sassandra,Teck,2024-01-25,356.36,105.35,24.57,25.13,85.58,1.54,2019,24.85,1,2024,4.666735541646246,105.35
24,Bas-Sassandra,Acajou,2024-10-04,457.49,173.05,24.76,34.61,67.65,1.04,2019,29.685000000000002,10,2024,5.159342614257448,173.05
25,Bas-Sassandra,Iroko,2019-08-20,430.62,482.56,15.05,39.28,77.99,8.56,2019,27.165,8,2019,6.181175402333791,347.81
25,Bas-Sassandra,Iroko,2019-09-04,405.98,482.56,15.05,39.28,77.99,8.56,2019,27.165,9,2019,6.181175402333791,482.56
25,Bas-Sassandra,Iroko,2022-12-31,67.59,482.56,15.05,39.28,77.99,8.56,2019,27.165,12,2022,6.181175402333791,482.56
25,Bas-Sassandra,Iroko,2023-04-03,360.83,482.56,15.05,39.28,77.99,8.56,2019,27.165,4,2023,6.181175402333791,482.56
25,Bas-Sassandra,Iroko,2023-12-02,394.74,482.56,15.05,39.28,77.99,8.56,2019,27.165,12,2023,6.181175402333791,482.56
25,Bas-Sassandra,Iroko,2024-03-26,179.38,482.56,15.05,39.28,77.99,8.56,2019,27.165,3,2024,6.181175402333791,482.56
26,Bas-Sassandra,Samba,2019-10-10,175.43,137.4,23.23,31.36,60.81,1.79,2019,27.295,10,2019,4.93014804318357,137.4
26,Bas-Sassandra,Samba,2021-01-26,348.56,137.4,23.23,31.36,60.81,1.79,2019,27.295,1,2021,4.93014804318357,137.4
26,Bas-Sassandra,Samba,2021-04-10,444.98,137.4,23.23,31.36,60.81,1.79,2019,27.295,4,2021,4.93014804318357,137.4
26,Bas-Sassandra,Samba,2021-05-12,233.27,137.4,23.23,31.36,60.81,1.79,2019,27.295,5,2021,4.93014804318357,137.4
26,Bas-Sassandra,Samba,2022-03-23,193.56,137.4,23.23,31.36,60.81,1.79,2019,27.295,3,2022,4.93014804318357,137.4
26,Bas-Sassandra,Samba,2022-08-20,465.39,137.4,23.23,31.36,60.81,1.79,2019,27.295,8,2022,4.93014804318357,347.81
26,Bas-Sassandra,Samba,2024-10-16,78.49,137.4,23.23,31.36,60.81,1.79,2019,27.295,10,2024,4.93014804318357,137.4
27,Bas-Sassandra,Eucalyptus,2019-05-04,174.25,484.44,22.5,26.95,83.18,1.75,2019,24.725,5,2019,6.185055696160167,484.44
27,Bas-Sassandra,Eucalyptus,2020-04-30,54.88,484.44,22.5,26.95,83.18,1.75,2019,24.725,4,2020,6.185055696160167,484.44
27,Bas-Sassandra,Eucalyptus,2020-06-08,409.14,484.44,22.5,26.95,83.18,1.75,2019,24.725,6,2020,6.185055696160167,484.44
27,Bas-Sassandra,Eucalyptus,2020-11-20,32.16,484.44,22.5,26.95,83.18,1.75,2019,24.725,11,2020,6.185055696160167,484.44
27,Bas-Sassandra,Eucalyptus,2021-05-19,365.72,484.44,22.5,26.95,83.18,1.75,2019,24.725,5,2021,6.185055696160167,484.44
27,Bas-Sassandra,Eucalyptus,2022-12-07,151.98,484.44,22.5,26.95,83.18,1.75,2019,24.725,12,2022,6.185055696160167,484.44
27,Bas-Sassandra,Eucalyptus,2022-12-26,149.05,484.44,22.5,26.95,83.18,1.75,2019,24.725,12,2022,6.185055696160167,484.44
27,Bas-Sassandra,Eucalyptus,2023-01-06,378.66,484.44,22.5,26.95,83.18,1.75,2019,24.725,1,2023,6.185055696160167,484.44
27,Bas-Sassandra,Eucalyptus,2024-11-01,134.77,484.44,22.5,26.95,83.18,1.75,2019,24.725,11,2024,6.185055696160167,484.44
28,Comoé,Café,2020-08-31,128.61,132.66,21.02,29.45,68.97,7.32,2019,25.235,8,2020,4.895299262082924,132.66
28,Comoé,Café,2021-10-21,324.16,132.66,21.02,29.45,68.97,7.32,2019,25.235,10,2021,4.895299262082924,418.62
28,Comoé,Café,2022-07-25,451.57,132.66,21.02,29.45,68.97,7.32,2019,25.235,7,2022,4.895299262082924,132.66
28,Comoé,Café,2023-08-08,64.9,132.66,21.02,29.45,68.97,7.32,2019,25.235,8,2023,4.895299262082924,132.66
28,Comoé,Café,2024-07-31,177.12,132.66,21.02,29.45,68.97,7.32,2019,25.235,7,2024,4.895299262082924,132.66
29,Comoé,Palmier à huile,2019-09-29,72.51,218.74,24.04,30.22,80.38,10.0,2019,27.13,9,2019,5.392445029272735,218.74
29,Comoé,Palmier à huile,2020-09-25,324.79,218.74,24.04,30.22,80.38,10.0,2019,27.13,9,2020,5.392445029272735,218.74
29,Comoé,Palmier à huile,2021-11-24,377.8,218.74,24.04,30.22,80.38,10.0,2019,27.13,11,2021,5.392445029272735,218.74
29,Comoé,Palmier à huile,2022-04-01,481.6,218.74,24.04,30.22,80.38,10.0,2019,27.13,4,2022,5.392445029272735,218.74
29,Comoé,Palmier à huile,2023-02-14,449.64,218.74,24.04,30.22,80.38,10.0,2019,27.13,2,2023,5.392445029272735,218.74
29,Comoé,Palmier à huile,2023-03-16,123.78,218.74,24.04,30.22,80.38,10.0,2019,27.13,3,2023,5.392445029272735,218.74
29,Comoé,Palmier à huile,2023-08-27,333.5,218.74,24.04,30.22,80.38,10.0,2019,27.13,8,2023,5.392445029272735,218.74
29,Comoé,Palmier à huile,2023-09-04,45.65,218.74,24.04,30.22,80.38,10.0,2019,27.13,9,2023,5.392445029272735,218.74
30,Comoé,Hévéa,2020-10-17,429.68,433.52,20.79,31.58,66.68,4.52,2019,26.185,10,2020,6.07424197356555,433.52
30,Comoé,Hévéa,2021-05-30,289.68,433.52,20.79,31.58,66.68,4.52,2019,26.185,5,2021,6.07424197356555,433.52
30,Comoé,Hévéa,2024-08-16,42.58,433.52,20.79,31.58,66.68,4.52,2019,26.185,8,2024,6.07424197356555,433.52
31,Comoé,Anacardier,2020-12-30,190.77,114.4,15.77,29.35,62.37,3.86,2019,22.560000000000002,12,2020,4.748404354073999,114.4
31,Comoé,Anacardier,2021-01-08,295.86,114.4,15.77,29.35,62.37,3.86,2019,22.560000000000002,1,2021,4.748404354073999,114.4
31,Comoé,Anacardier,2021-02-26,188.49,114.4,15.77,29.35,62.37,3.86,2019,22.560000000000002,2,2021,4.748404354073999,114.4
31,Comoé,Anacardier,2021-08-29,485.24,114.4,15.77,29.35,62.37,3.86,2019,22.560000000000002,8,2021,4.748404354073999,114.4
31,Comoé,Anacardier,2023-03-10,275.4,114.4,15.77,29.35,62.37,3.86,2019,22.560000000000002,3,2023,4.748404354073999,114.4
32,Comoé,Mangue,2020-10-03,78.03,403.72,23.96,29.77,87.26,9.45,2019,26.865000000000002,10,2020,6.003195469983681,403.72
33,Comoé,Goyave,2019-04-01,107.84,467.22,18.52,26.52,85.63,3.29,2019,22.52,4,2019,6.148938270932172,467.22
33,Comoé,Goyave,2019-12-19,121.69,467.22,18.52,26.52,85.63,3.29,2019,22.52,12,2019,6.148938270932172,467.22
33,Comoé,Goyave,2022-09-20,198.7,467.22,18.52,26.52,85.63,3.29,2019,22.52,9,2022,6.148938270932172,467.22
33,Comoé,Goyave,2024-05-18,300.28,467.22,18.52,26.52,85.63,3.29,2019,22.52,5,2024,6.148938270932172,467.22
34,Comoé,Papaye,2019-03-05,202.62,116.8,15.42,25.27,93.79,7.8,2019,20.345,3,2019,4.768988271217486,116.8
34,Comoé,Papaye,2019-12-15,451.01,116.8,15.42,25.27,93.79,7.8,2019,20.345,12,2019,4.768988271217486,116.8
34,Comoé,Papaye,2023-01-29,362.33,116.8,15.42,25.27,93.79,7.8,2019,20.345,1,2023,4.768988271217486,116.8
35,Comoé,Cocotier,2019-08-20,363.91,142.42,15.37,34.14,71.34,6.8,2019,24.755,8,2019,4.965777388454429,142.42
35,Comoé,Cocotier,2023-03-04,57.86,142.42,15.37,34.14,71.34,6.8,2019,24.755,3,2023,4.965777388454429,142.42
35,Comoé,Cocotier,2023-08-29,432.27,142.42,15.37,34.14,71.34,6.8,2019,24.755,8,2023,4.965777388454429,142.42
35,Comoé,Cocotier,2023-11-28,191.38,142.42,15.37,34.14,71.34,6.8,2019,24.755,11,2023,4.965777388454429,142.42
