id_stat,nom_region,nom_espece,date_plantation,superficie,pluviometrie,temperature_min,temperature_max,taux_survie_plants,rendement_moyen,annee
7,Abidjan,Papaye,2021-03-30,376.65,231.34,24.81,32.25,67.8,5.07,2019
8,Abidjan,Cocotier,2021-08-19,417.0,333.77,15.96,34.36,83.45,4.15,2019
8,Abidjan,Cocotier,2022-10-02,355.0,333.77,15.96,34.36,83.45,4.15,2019
8,Abidjan,Cocotier,2022-10-21,128.78,333.77,15.96,34.36,83.45,4.15,2019
8,Abidjan,Cocotier,2024-01-27,94.44,333.77,15.96,34.36,83.45,4.15,2019
8,Abidjan,Cocotier,2024-11-17,51.23,333.77,15.96,34.36,83.45,4.15,2019
9,Abidjan,Teck,2020-01-21,437.02,341.62,19.97,34.27,75.17,2.71,2019
9,Abidjan,Teck,2020-02-09,309.81,341.62,19.97,34.27,75.17,2.71,2019
9,Abidjan,Teck,2020-03-25,261.97,341.62,19.97,34.27,75.17,2.71,2019
9,Abidjan,Teck,2022-11-12,493.57,341.62,19.97,34.27,75.17,2.71,2019
9,Abidjan,Teck,2024-03-06,286.92,341.62,19.97,34.27,75.17,2.71,2019
10,Abidjan,Acajou,2019-03-28,143.35,354.66,16.67,36.71,77.1,3.41,2019
10,Abidjan,Acajou,2021-01-04,466.74,354.66,16.67,36.71,77.1,3.41,2019
10,Abidjan,Acajou,2021-06-26,139.95,354.66,16.67,36.71,77.1,3.41,2019
10,Abidjan,Acajou,2022-02-05,194.7,354.66,16.67,36.71,77.1,3.41,2019
10,Abidjan,Acajou,2022-10-17,97.49,354.66,16.67,36.71,77.1,3.41,2019
10,Abidjan,Acajou,2023-01-20,64.21,354.66,16.67,36.71,77.1,3.41,2019
10,Abidjan,Acajou,2023-06-15,299.24,354.66,16.67,36.71,77.1,3.41,2019
10,Abidjan,Acajou,2023-11-04,313.84,354.66,16.67,36.71,77.1,3.41,2019
11,Abidjan,Iroko,2020-01-20,272.69,247.11,23.28,30.03,74.03,6.0,2019
11,Abidjan,Iroko,2020-03-05,132.62,247.11,23.28,30.03,74.03,6.0,2019
11,Abidjan,Iroko,2021-08-10,129.55,247.11,23.28,30.03,74.03,6.0,2019
11,Abidjan,Iroko,2022-06-07,78.35,247.11,23.28,30.03,74.03,6.0,2019
11,Abidjan,Iroko,2023-08-03,366.81,247.11,23.28,30.03,74.03,6.0,2019
11,Abidjan,Iroko,2024-06-30,419.12,247.11,23.28,30.03,74.03,6.0,2019
12,Abidjan,Samba,2020-02-27,496.55,176.68,20.84,26.17,66.65,8.52,2019
12,Abidjan,Samba,2020-04-15,376.33,176.68,20.84,26.17,66.65,8.52,2019
12,Abidjan,Samba,2020-04-28,475.27,176.68,20.84,26.17,66.65,8.52,2019
12,Abidjan,Samba,2022-02-26,458.01,176.68,20.84,26.17,66.65,8.52,2019
12,Abidjan,Samba,2022-03-29,281.39,176.68,20.84,26.17,66.65,8.52,2019
12,Abidjan,Samba,2023-09-28,335.13,176.68,20.84,26.17,66.65,8.52,2019
13,Abidjan,Eucalyptus,2019-08-02,46.53,395.02,18.05,26.21,82.51,3.57,2019
13,Abidjan,Eucalyptus,2023-06-18,399.68,395.02,18.05,26.21,82.51,3.57,2019
13,Abidjan,Eucalyptus,2024-05-10,57.94,395.02,18.05,26.21,82.51,3.57,2019
14,Bas-Sassandra,Cacao,2021-01-08,136.39,3.83,17.19,25.55,95.13,3.13,2019
14,Bas-Sassandra,Cacao,2021-03-10,292.38,3.83,17.19,25.55,95.13,3.13,2019
14,Bas-Sassandra,Cacao,2021-05-17,86.07,3.83,17.19,25.55,95.13,3.13,2019
14,Bas-Sassandra,Cacao,2022-06-29,254.2,3.83,17.19,25.55,95.13,3.13,2019
14,Bas-Sassandra,Cacao,2023-09-02,461.23,3.83,17.19,25.55,95.13,3.13,2019
14,Bas-Sassandra,Cacao,2024-05-31,35.39,3.83,17.19,25.55,95.13,3.13,2019
15,Bas-Sassandra,Café,2019-08-10,413.07,347.81,15.03,34.29,72.37,8.89,2019
15,Bas-Sassandra,Café,2020-08-07,86.65,347.81,15.03,34.29,72.37,8.89,2019
15,Bas-Sassandra,Café,2021-07-31,447.41,347.81,15.03,34.29,72.37,8.89,2019
15,Bas-Sassandra,Café,2022-06-20,277.89,347.81,15.03,34.29,72.37,8.89,2019
15,Bas-Sassandra,Café,2023-08-09,192.92,347.81,15.03,34.29,72.37,8.89,2019
15,Bas-Sassandra,Café,2023-08-30,390.01,347.81,15.03,34.29,72.37,8.89,2019
16,Bas-Sassandra,Palmier à huile,2019-02-24,411.36,150.69,22.48,32.54,89.3,3.99,2019
16,Bas-Sassandra,Palmier à huile,2019-10-04,102.18,150.69,22.48,32.54,89.3,3.99,2019
16,Bas-Sassandra,Palmier à huile,2020-06-23,475.8,150.69,22.48,32.54,89.3,3.99,2019
16,Bas-Sassandra,Palmier à huile,2020-11-25,390.8,150.69,22.48,32.54,89.3,3.99,2019
16,Bas-Sassandra,Palmier à huile,2021-05-09,486.17,150.69,22.48,32.54,89.3,3.99,2019
16,Bas-Sassandra,Palmier à huile,2021-10-31,282.83,150.69,22.48,32.54,89.3,3.99,2019
16,Bas-Sassandra,Palmier à huile,2022-07-29,72.26,150.69,22.48,32.54,89.3,3.99,2019
17,Bas-Sassandra,Hévéa,2019-02-24,474.17,373.72,19.74,25.87,72.93,8.63,2019
17,Bas-Sassandra,Hévéa,2020-03-23,175.62,373.72,19.74,25.87,72.93,8.63,2019
17,Bas-Sassandra,Hévéa,2021-02-21,166.3,373.72,19.74,25.87,72.93,8.63,2019
17,Bas-Sassandra,Hévéa,2021-12-14,55.9,373.72,19.74,25.87,72.93,8.63,2019
17,Bas-Sassandra,Hévéa,2022-03-09,434.37,373.72,19.74,25.87,72.93,8.63,2019
17,Bas-Sassandra,Hévéa,2022-10-19,349.03,373.72,19.74,25.87,72.93,8.63,2019
17,Bas-Sassandra,Hévéa,2023-11-03,238.14,373.72,19.74,25.87,72.93,8.63,2019
17,Bas-Sassandra,Hévéa,2024-01-20,276.34,373.72,19.74,25.87,72.93,8.63,2019
17,Bas-Sassandra,Hévéa,2024-04-26,454.71,373.72,19.74,25.87,72.93,8.63,2019
18,Bas-Sassandra,Anacardier,2019-06-05,19.01,342.78,19.3,28.01,96.61,4.7,2019
18,Bas-Sassandra,Anacardier,2019-12-05,59.38,342.78,19.3,28.01,96.61,4.7,2019
18,Bas-Sassandra,Anacardier,2020-03-06,354.22,342.78,19.3,28.01,96.61,4.7,2019
18,Bas-Sassandra,Anacardier,2020-07-24,180.01,342.78,19.3,28.01,96.61,4.7,2019
18,Bas-Sassandra,Anacardier,2021-07-19,41.88,342.78,19.3,28.01,96.61,4.7,2019
18,Bas-Sassandra,Anacardier,2021-09-21,130.52,342.78,19.3,28.01,96.61,4.7,2019
18,Bas-Sassandra,Anacardier,2022-06-05,173.41,342.78,19.3,28.01,96.61,4.7,2019
18,Bas-Sassandra,Anacardier,2023-05-18,319.83,342.78,19.3,28.01,96.61,4.7,2019
19,Bas-Sassandra,Mangue,2019-04-11,280.5,230.18,23.65,33.2,77.34,6.45,2019
19,Bas-Sassandra,Mangue,2020-03-21,492.36,230.18,23.65,33.2,77.34,6.45,2019
19,Bas-Sassandra,Mangue,2021-08-12,387.77,230.18,23.65,33.2,77.34,6.45,2019
19,Bas-Sassandra,Mangue,2021-12-21,194.37,230.18,23.65,33.2,77.34,6.45,2019
19,Bas-Sassandra,Mangue,2024-02-22,456.35,230.18,23.65,33.2,77.34,6.45,2019
20,Bas-Sassandra,Goyave,2019-02-13,79.02,387.67,17.71,32.45,74.87,5.01,2019
20,Bas-Sassandra,Goyave,2020-02-08,67.28,387.67,17.71,32.45,74.87,5.01,2019
20,Bas-Sassandra,Goyave,2020-08-09,133.38,387.67,17.71,32.45,74.87,5.01,2019
20,Bas-Sassandra,Goyave,2020-10-09,384.17,387.67,17.71,32.45,74.87,5.01,2019
20,Bas-Sassandra,Goyave,2021-08-25,256.08,387.67,17.71,32.45,74.87,5.01,2019
20,Bas-Sassandra,Goyave,2022-03-24,266.32,387.67,17.71,32.45,74.87,5.01,2019
20,Bas-Sassandra,Goyave,2023-08-17,78.28,387.67,17.71,32.45,74.87,5.01,2019
21,Bas-Sassandra,Papaye,2019-04-18,453.04,359.23,23.63,27.69,69.97,1.81,2019
21,Bas-Sassandra,Papaye,2019-07-22,486.78,359.23,23.63,27.69,69.97,1.81,2019
21,Bas-Sassandra,Papaye,2020-07-03,408.27,359.23,23.63,27.69,69.97,1.81,2019
21,Bas-Sassandra,Papaye,2020-09-08,72.74,359.23,23.63,27.69,69.97,1.81,2019
21,Bas-Sassandra,Papaye,2020-10-29,151.46,359.23,23.63,27.69,69.97,1.81,2019
21,Bas-Sassandra,Papaye,2021-02-13,82.07,359.23,23.63,27.69,69.97,1.81,2019
21,Bas-Sassandra,Papaye,2022-02-07,200.75,359.23,23.63,27.69,69.97,1.81,2019
21,Bas-Sassandra,Papaye,2023-01-25,13.41,359.23,23.63,27.69,69.97,1.81,2019
21,Bas-Sassandra,Papaye,2023-05-18,317.58,359.23,23.63,27.69,69.97,1.81,2019
22,Bas-Sassandra,Cocotier,2019-02-14,22.99,193.37,24.37,27.06,92.83,8.73,2019
22,Bas-Sassandra,Cocotier,2021-05-04,155.59,193.37,24.37,27.06,92.83,8.73,2019
22,Bas-Sassandra,Cocotier,2022-04-09,286.77,193.37,24.37,27.06,92.83,8.73,2019
22,Bas-Sassandra,Cocotier,2024-02-26,439.83,193.37,24.37,27.06,92.83,8.73,2019
23,Bas-Sassandra,Teck,2019-05-22,401.16,105.35,24.57,25.13,85.58,1.54,2019
23,Bas-Sassandra,Teck,2019-07-29,16.42,105.35,24.57,25.13,85.58,1.54,2019
23,Bas-Sassandra,Teck,2020-07-08,113.61,105.35,24.57,25.13,85.58,1.54,2019
23,Bas-Sassandra,Teck,2021-12-07,62.87,105.35,24.57,25.13,85.58,1.54,2019
23,Bas-Sassandra,Teck,2022-06-21,97.24,105.35,24.57,25.13,85.58,1.54,2019
23,Bas-Sassandra,Teck,2022-06-27,204.67,105.35,24.57,25.13,85.58,1.54,2019
23,Bas-Sassandra,Teck,2022-12-18,304.25,105.35,24.57,25.13,85.58,1.54,2019
23,Bas-Sassandra,Teck,2024-01-25,356.36,105.35,24.57,25.13,85.58,1.54,2019
24,Bas-Sassandra,Acajou,2024-10-04,457.49,173.05,24.76,34.61,67.65,1.04,2019
25,Bas-Sassandra,Iroko,2019-08-20,430.62,482.56,15.05,39.28,77.99,8.56,2019
25,Bas-Sassandra,Iroko,2019-09-04,405.98,482.56,15.05,39.28,77.99,8.56,2019
25,Bas-Sassandra,Iroko,2022-12-31,67.59,482.56,15.05,39.28,77.99,8.56,2019
25,Bas-Sassandra,Iroko,2023-04-03,360.83,482.56,15.05,39.28,77.99,8.56,2019
25,Bas-Sassandra,Iroko,2023-12-02,394.74,482.56,15.05,39.28,77.99,8.56,2019
25,Bas-Sassandra,Iroko,2024-03-26,179.38,482.56,15.05,39.28,77.99,8.56,2019
26,Bas-Sassandra,Samba,2019-10-10,175.43,137.4,23.23,31.36,60.81,1.79,2019
26,Bas-Sassandra,Samba,2021-01-26,348.56,137.4,23.23,31.36,60.81,1.79,2019
26,Bas-Sassandra,Samba,2021-04-10,444.98,137.4,23.23,31.36,60.81,1.79,2019
26,Bas-Sassandra,Samba,2021-05-12,233.27,137.4,23.23,31.36,60.81,1.79,2019
26,Bas-Sassandra,Samba,2022-03-23,193.56,137.4,23.23,31.36,60.81,1.79,2019
26,Bas-Sassandra,Samba,2022-08-20,465.39,137.4,23.23,31.36,60.81,1.79,2019
26,Bas-Sassandra,Samba,2024-10-16,78.49,137.4,23.23,31.36,60.81,1.79,2019
27,Bas-Sassandra,Eucalyptus,2019-05-04,174.25,484.44,22.5,26.95,83.18,1.75,2019
27,Bas-Sassandra,Eucalyptus,2020-04-30,54.88,484.44,22.5,26.95,83.18,1.75,2019
27,Bas-Sassandra,Eucalyptus,2020-06-08,409.14,484.44,22.5,26.95,83.18,1.75,2019
27,Bas-Sassandra,Eucalyptus,2020-11-20,32.16,484.44,22.5,26.95,83.18,1.75,2019
27,Bas-Sassandra,Eucalyptus,2021-05-19,365.72,484.44,22.5,26.95,83.18,1.75,2019
27,Bas-Sassandra,Eucalyptus,2022-12-07,151.98,484.44,22.5,26.95,83.18,1.75,2019
27,Bas-Sassandra,Eucalyptus,2022-12-26,149.05,484.44,22.5,26.95,83.18,1.75,2019
27,Bas-Sassandra,Eucalyptus,2023-01-06,378.66,484.44,22.5,26.95,83.18,1.75,2019
27,Bas-Sassandra,Eucalyptus,2024-11-01,134.77,484.44,22.5,26.95,83.18,1.75,2019
28,Comoé,Café,2020-08-31,128.61,132.66,21.02,29.45,68.97,7.32,2019
28,Comoé,Café,2021-10-21,324.16,132.66,21.02,29.45,68.97,7.32,2019
28,Comoé,Café,2022-07-25,451.57,132.66,21.02,29.45,68.97,7.32,2019
28,Comoé,Café,2023-08-08,64.9,132.66,21.02,29.45,68.97,7.32,2019
28,Comoé,Café,2024-07-31,177.12,132.66,21.02,29.45,68.97,7.32,2019
29,Comoé,Palmier à huile,2019-09-29,72.51,218.74,24.04,30.22,80.38,10.0,2019
29,Comoé,Palmier à huile,2020-09-25,324.79,218.74,24.04,30.22,80.38,10.0,2019
29,Comoé,Palmier à huile,2021-11-24,377.8,218.74,24.04,30.22,80.38,10.0,2019
29,Comoé,Palmier à huile,2022-04-01,481.6,218.74,24.04,30.22,80.38,10.0,2019
29,Comoé,Palmier à huile,2023-02-14,449.64,218.74,24.04,30.22,80.38,10.0,2019
29,Comoé,Palmier à huile,2023-03-16,123.78,218.74,24.04,30.22,80.38,10.0,2019
29,Comoé,Palmier à huile,2023-08-27,333.5,218.74,24.04,30.22,80.38,10.0,2019
29,Comoé,Palmier à huile,2023-09-04,45.65,218.74,24.04,30.22,80.38,10.0,2019
30,Comoé,Hévéa,2020-10-17,429.68,433.52,20.79,31.58,66.68,4.52,2019
30,Comoé,Hévéa,2021-05-30,289.68,433.52,20.79,31.58,66.68,4.52,2019
30,Comoé,Hévéa,2024-08-16,42.58,433.52,20.79,31.58,66.68,4.52,2019
31,Comoé,Anacardier,2020-12-30,190.77,114.4,15.77,29.35,62.37,3.86,2019
31,Comoé,Anacardier,2021-01-08,295.86,114.4,15.77,29.35,62.37,3.86,2019
31,Comoé,Anacardier,2021-02-26,188.49,114.4,15.77,29.35,62.37,3.86,2019
31,Comoé,Anacardier,2021-08-29,485.24,114.4,15.77,29.35,62.37,3.86,2019
31,Comoé,Anacardier,2023-03-10,275.4,114.4,15.77,29.35,62.37,3.86,2019
32,Comoé,Mangue,2020-10-03,78.03,403.72,23.96,29.77,87.26,9.45,2019
33,Comoé,Goyave,2019-04-01,107.84,467.22,18.52,26.52,85.63,3.29,2019
33,Comoé,Goyave,2019-12-19,121.69,467.22,18.52,26.52,85.63,3.29,2019
33,Comoé,Goyave,2022-09-20,198.7,467.22,18.52,26.52,85.63,3.29,2019
33,Comoé,Goyave,2024-05-18,300.28,467.22,18.52,26.52,85.63,3.29,2019
34,Comoé,Papaye,2019-03-05,202.62,116.8,15.42,25.27,93.79,7.8,2019
34,Comoé,Papaye,2019-12-15,451.01,116.8,15.42,25.27,93.79,7.8,2019
34,Comoé,Papaye,2023-01-29,362.33,116.8,15.42,25.27,93.79,7.8,2019
35,Comoé,Cocotier,2019-08-20,363.91,142.42,15.37,34.14,71.34,6.8,2019
35,Comoé,Cocotier,2023-03-04,57.86,142.42,15.37,34.14,71.34,6.8,2019
35,Comoé,Cocotier,2023-08-29,432.27,142.42,15.37,34.14,71.34,6.8,2019
35,Comoé,Cocotier,2023-11-28,191.38,142.42,15.37,34.14,71.34,6.8,2019
36,Comoé,Teck,2019-04-23,216.5,150.69,22.48,32.54,87.92,4.61,2019
36,Comoé,Teck,2019-09-19,387.92,150.69,22.48,32.54,87.92,4.61,2019
36,Comoé,Teck,2023-05-02,405.35,150.69,22.48,32.54,87.92,4.61,2019
36,Comoé,Teck,2024-12-05,416.08,150.69,22.48,32.54,87.92,4.61,2019
37,Comoé,Acajou,2019-11-12,281.55,359.52,17.97,33.5,99.61,5.11,2019
37,Comoé,Acajou,2020-03-01,480.98,359.52,17.97,33.5,99.61,5.11,2019
37,Comoé,Acajou,2020-06-06,64.49,359.52,17.97,33.5,99.61,5.11,2019
37,Comoé,Acajou,2021-05-19,214.53,359.52,17.97,33.5,99.61,5.11,2019
37,Comoé,Acajou,2023-04-24,115.75,359.52,17.97,33.5,99.61,5.11,2019
37,Comoé,Acajou,2023-08-20,122.03,359.52,17.97,33.5,99.61,5.11,2019
37,Comoé,Acajou,2024-05-08,162.74,359.52,17.97,33.5,99.61,5.11,2019
38,Comoé,Iroko,2019-09-24,122.11,485.53,24.44,32.11,60.18,3.14,2019
38,Comoé,Iroko,2020-02-26,444.67,485.53,24.44,32.11,60.18,3.14,2019
38,Comoé,Iroko,2020-05-29,297.55,485.53,24.44,32.11,60.18,3.14,2019
38,Comoé,Iroko,2021-11-16,305.54,485.53,24.44,32.11,60.18,3.14,2019
38,Comoé,Iroko,2022-04-20,258.73,485.53,24.44,32.11,60.18,3.14,2019
38,Comoé,Iroko,2023-05-20,322.34,485.53,24.44,32.11,60.18,3.14,2019
38,Comoé,Iroko,2024-12-17,98.8,485.53,24.44,32.11,60.18,3.14,2019
39,Comoé,Samba,2019-03-20,272.53,114.12,17.47,32.26,97.63,5.21,2019
39,Comoé,Samba,2019-07-29,300.86,114.12,17.47,32.26,97.63,5.21,2019
39,Comoé,Samba,2022-07-07,94.12,114.12,17.47,32.26,97.63,5.21,2019
39,Comoé,Samba,2023-11-02,493.45,114.12,17.47,32.26,97.63,5.21,2019
40,Comoé,Eucalyptus,2019-12-31,21.01,464.69,20.57,33.57,79.25,8.19,2019
40,Comoé,Eucalyptus,2021-11-09,189.52,464.69,20.57,33.57,79.25,8.19,2019
40,Comoé,Eucalyptus,2022-03-26,451.2,464.69,20.57,33.57,79.25,8.19,2019
40,Comoé,Eucalyptus,2023-01-15,199.5,464.69,20.57,33.57,79.25,8.19,2019
40,Comoé,Eucalyptus,2023-10-16,312.94,464.69,20.57,33.57,79.25,8.19,2019
41,Denguélé,Cacao,2019-02-26,60.53,353.12,15.81,26.27,70.27,6.84,2019
41,Denguélé,Cacao,2020-01-21,328.11,353.12,15.81,26.27,70.27,6.84,2019
41,Denguélé,Cacao,2020-02-15,154.29,353.12,15.81,26.27,70.27,6.84,2019
41,Denguélé,Cacao,2020-04-10,26.43,353.12,15.81,26.27,70.27,6.84,2019
41,Denguélé,Cacao,2020-12-07,460.73,353.12,15.81,26.27,70.27,6.84,2019
41,Denguélé,Cacao,2024-08-22,342.76,353.12,15.81,26.27,70.27,6.84,2019
42,Denguélé,Café,2019-06-29,15.39,355.12,18.14,32.07,86.35,7.23,2019
42,Denguélé,Café,2021-08-27,458.27,355.12,18.14,32.07,86.35,7.23,2019
42,Denguélé,Café,2022-01-11,301.59,355.12,18.14,32.07,86.35,7.23,2019
42,Denguélé,Café,2023-03-22,452.25,355.12,18.14,32.07,86.35,7.23,2019
42,Denguélé,Café,2024-03-26,463.1,355.12,18.14,32.07,86.35,7.23,2019
43,Denguélé,Palmier à huile,2019-04-08,315.83,6.55,21.64,27.67,61.72,2.29,2019
43,Denguélé,Palmier à huile,2019-04-26,381.34,6.55,21.64,27.67,61.72,2.29,2019
43,Denguélé,Palmier à huile,2019-05-02,212.18,6.55,21.64,27.67,61.72,2.29,2019
43,Denguélé,Palmier à huile,2020-06-17,71.08,6.55,21.64,27.67,61.72,2.29,2019
43,Denguélé,Palmier à huile,2022-12-17,231.7,6.55,21.64,27.67,61.72,2.29,2019
43,Denguélé,Palmier à huile,2023-07-16,403.8,6.55,21.64,27.67,61.72,2.29,2019
43,Denguélé,Palmier à huile,2023-07-21,458.06,6.55,21.64,27.67,61.72,2.29,2019
44,Denguélé,Hévéa,2019-01-19,141.65,226.16,21.44,32.9,70.06,1.66,2019
44,Denguélé,Hévéa,2019-09-22,263.98,226.16,21.44,32.9,70.06,1.66,2019
44,Denguélé,Hévéa,2020-02-08,288.47,226.16,21.44,32.9,70.06,1.66,2019
44,Denguélé,Hévéa,2020-09-18,416.57,226.16,21.44,32.9,70.06,1.66,2019
44,Denguélé,Hévéa,2021-08-14,50.92,226.16,21.44,32.9,70.06,1.66,2019
44,Denguélé,Hévéa,2022-12-26,321.2,226.16,21.44,32.9,70.06,1.66,2019
45,Denguélé,Anacardier,2019-05-12,147.58,181.54,21.46,33.56,70.15,5.96,2019
45,Denguélé,Anacardier,2021-08-17,387.05,181.54,21.46,33.56,70.15,5.96,2019
46,Denguélé,Mangue,2020-05-11,467.84,185.08,15.15,38.92,68.49,1.12,2019
46,Denguélé,Mangue,2020-08-11,150.41,185.08,15.15,38.92,68.49,1.12,2019
46,Denguélé,Mangue,2021-06-05,235.78,185.08,15.15,38.92,68.49,1.12,2019
46,Denguélé,Mangue,2024-08-10,406.11,185.08,15.15,38.92,68.49,1.12,2019
46,Denguélé,Mangue,2024-09-26,77.39,185.08,15.15,38.92,68.49,1.12,2019
47,Denguélé,Goyave,2019-01-23,364.0,309.11,16.01,26.26,76.83,4.03,2019
47,Denguélé,Goyave,2019-12-08,170.47,309.11,16.01,26.26,76.83,4.03,2019
47,Denguélé,Goyave,2020-12-21,284.22,309.11,16.01,26.26,76.83,4.03,2019
47,Denguélé,Goyave,2024-07-29,183.14,309.11,16.01,26.26,76.83,4.03,2019
47,Denguélé,Goyave,2024-07-31,167.95,309.11,16.01,26.26,76.83,4.03,2019
48,Denguélé,Papaye,2021-09-15,18.93,247.21,15.58,33.24,75.18,7.88,2019
48,Denguélé,Papaye,2022-07-09,194.47,247.21,15.58,33.24,75.18,7.88,2019
49,Denguélé,Cocotier,2019-04-16,374.53,70.46,23.02,26.12,94.23,4.15,2019
49,Denguélé,Cocotier,2020-02-09,335.12,70.46,23.02,26.12,94.23,4.15,2019
49,Denguélé,Cocotier,2020-10-22,400.67,70.46,23.02,26.12,94.23,4.15,2019
49,Denguélé,Cocotier,2021-09-25,473.6,70.46,23.02,26.12,94.23,4.15,2019
49,Denguélé,Cocotier,2022-05-01,251.39,70.46,23.02,26.12,94.23,4.15,2019
49,Denguélé,Cocotier,2022-06-24,191.53,70.46,23.02,26.12,94.23,4.15,2019
49,Denguélé,Cocotier,2022-12-05,387.75,70.46,23.02,26.12,94.23,4.15,2019
49,Denguélé,Cocotier,2023-11-02,147.17,70.46,23.02,26.12,94.23,4.15,2019
50,Denguélé,Teck,2021-02-28,55.62,477.03,21.06,28.43,64.14,3.6,2019
50,Denguélé,Teck,2021-12-18,142.66,477.03,21.06,28.43,64.14,3.6,2019
50,Denguélé,Teck,2022-05-26,130.74,477.03,21.06,28.43,64.14,3.6,2019
50,Denguélé,Teck,2024-02-04,46.28,477.03,21.06,28.43,64.14,3.6,2019
50,Denguélé,Teck,2024-08-02,27.97,477.03,21.06,28.43,64.14,3.6,2019
51,Denguélé,Acajou,2023-10-09,270.97,49.72,17.43,35.83,61.68,2.07,2019
52,Denguélé,Iroko,2019-04-26,317.5,329.39,21.92,37.74,60.03,5.23,2019
52,Denguélé,Iroko,2020-08-28,149.7,329.39,21.92,37.74,60.03,5.23,2019
52,Denguélé,Iroko,2021-06-04,248.84,329.39,21.92,37.74,60.03,5.23,2019
52,Denguélé,Iroko,2021-10-11,312.88,329.39,21.92,37.74,60.03,5.23,2019
53,Denguélé,Samba,2019-09-15,409.58,226.22,16.41,27.65,80.07,8.8,2019
53,Denguélé,Samba,2020-03-31,99.12,226.22,16.41,27.65,80.07,8.8,2019
53,Denguélé,Samba,2020-10-22,382.51,226.22,16.41,27.65,80.07,8.8,2019
53,Denguélé,Samba,2021-01-01,313.86,226.22,16.41,27.65,80.07,8.8,2019
53,Denguélé,Samba,2021-06-10,197.74,226.22,16.41,27.65,80.07,8.8,2019
53,Denguélé,Samba,2022-06-20,352.1,226.22,16.41,27.65,80.07,8.8,2019
53,Denguélé,Samba,2022-08-13,56.05,226.22,16.41,27.65,80.07,8.8,2019
53,Denguélé,Samba,2023-01-24,407.17,226.22,16.41,27.65,80.07,8.8,2019
53,Denguélé,Samba,2023-09-13,455.05,226.22,16.41,27.65,80.07,8.8,2019
